txn_id,txn_date,txn_month,txn_quarter,txn_year,day_of_week,product_name,category,qty_purchased,unit_price_ngn,total_ngn,store_city,payment_method,customer_age_group,customer_gender,uci_invoice_no,uci_stock_code,data_source
TXN0018807,2022-06-06,6,2,2022,Monday,Garri Yellow 10kg,Grains & Cereals,4,3187,12748,Ilorin,POS,18-25,F,555726,22728,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018808,2024-01-17,1,1,2024,Wednesday,Chin-Chin 500g,Snacks & Confectionery,1,705,705,Aba,Cash,46-60,F,541423,84596L,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018809,2024-09-07,9,3,2024,Saturday,Gala Sausage Roll,Snacks & Confectionery,1,4921,4921,Kaduna,Cash,26-35,F,565919,20894,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018810,2023-07-21,7,3,2023,Friday,Dettol Antiseptic 500ml,Personal Care,12,357,4284,Onitsha,Bank Transfer,26-35,F,560876,22044,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018811,2022-11-23,11,4,2022,Wednesday,Chin-Chin 500g,Snacks & Confectionery,6,2762,16572,Onitsha,Cash,36-45,M,578225,22591,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018812,2023-12-08,12,4,2023,Friday,Indomie Noodles 70g,Snacks & Confectionery,1,1062,1062,Warri,Cash,18-25,F,537765,20985,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018813,2023-12-09,12,4,2023,Saturday,Eggs Crate 30,Fresh & Perishable,2,1785,3570,Benin City,POS,26-35,F,538012,22694,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018814,2022-12-02,12,4,2022,Friday,Maggi Cubes 40pk,Condiments & Seasonings,12,2167,26004,Ilorin,Bank Transfer,60+,M,536784,22454,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018815,2024-02-23,2,1,2024,Friday,Beans Brown 5kg,Grains & Cereals,12,467,5604,Ilorin,POS,60+,F,544691,21212,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018816,2023-04-08,4,2,2023,Saturday,Wheat Flour 5kg,Grains & Cereals,1,33957,33957,Onitsha,POS,18-25,F,549325,22803,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018817,2024-02-15,2,1,2024,Thursday,Omo Detergent 1kg,Personal Care,2,3357,6714,Owerri,Cash,36-45,M,544089,22723,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018818,2023-02-08,2,1,2023,Wednesday,Custard Powder 400g,Canned & Packaged Foods,1,3510,3510,Abuja,Bank Transfer,36-45,F,543451,22964,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018819,2023-06-03,6,2,2023,Saturday,Garri Yellow 10kg,Grains & Cereals,2,1062,2124,Kano,Cash,60+,F,555510,82581,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018820,2024-01-28,1,1,2024,Sunday,Geisha Sardines 125g,Canned & Packaged Foods,6,2507,15042,Warri,Cash,36-45,F,542586,21380,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018821,2023-10-14,10,4,2023,Saturday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,4207,50484,Lagos,Cash,18-25,F,571227,22278,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018822,2024-02-28,2,1,2024,Wednesday,Pringles Original 150g,Snacks & Confectionery,12,722,8664,Onitsha,Cash,26-35,F,545156,22197,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018823,2022-03-07,3,1,2022,Monday,Palm Oil 4L,Condiments & Seasonings,1,4921,4921,Onitsha,Cash,26-35,F,545895,22183,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018824,2022-04-19,4,2,2022,Tuesday,Indomie Noodles 70g,Snacks & Confectionery,1,5635,5635,Abuja,Bank Transfer,60+,F,550541,35649,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018825,2024-05-24,5,2,2024,Friday,Gala Sausage Roll,Snacks & Confectionery,12,1768,21216,Owerri,Cash,26-35,M,554376,85099B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018826,2023-11-11,11,4,2023,Saturday,Vegetable Oil 5L,Cooking Oils & Fats,1,13421,13421,Uyo,Bank Transfer,26-35,F,575739,22690,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018827,2022-10-24,10,4,2022,Monday,Omo Detergent 1kg,Personal Care,1,3510,3510,Ibadan,POS,60+,M,572540,22899,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018828,2022-11-14,11,4,2022,Monday,Coca-Cola Crate 24,Beverages,1,1062,1062,Owerri,POS,26-35,F,576249,22670,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018829,2022-12-20,12,4,2022,Tuesday,Palm Oil 4L,Condiments & Seasonings,1,722,722,Ilorin,POS,26-35,F,539637,22909,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018830,2024-11-08,11,4,2024,Friday,Gala Sausage Roll,Snacks & Confectionery,1,5295,5295,Warri,Cash,36-45,F,575177,90199C,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018831,2024-06-26,6,2,2024,Wednesday,Indomie Noodles 70g,Snacks & Confectionery,1,3187,3187,Jos,Cash,26-35,F,558107,22204,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018832,2023-05-09,5,2,2023,Tuesday,NAN Optipro 400g,Baby & Infant,3,5057,15171,Ibadan,Bank Transfer,60+,F,552322,21754,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018833,2022-11-29,11,4,2022,Tuesday,Cornedbeef 340g,Canned & Packaged Foods,1,1232,1232,Benin City,Cash,26-35,F,579467,46000S,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018834,2023-09-23,9,3,2023,Saturday,Golden Penny Spaghetti 500g,Pasta & Noodles,2,3510,7020,Ibadan,Cash,26-35,M,568134,22378,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018835,2024-11-04,11,4,2024,Monday,Egusi Ground 500g,Condiments & Seasonings,1,3612,3612,Enugu,Bank Transfer,26-35,M,574506,22207,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018836,2024-08-03,8,3,2024,Saturday,Geisha Sardines 125g,Canned & Packaged Foods,12,1657,19884,Owerri,Bank Transfer,60+,F,562166,22630,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018837,2023-10-27,10,4,2023,Friday,Dangote Noodles 70g,Pasta & Noodles,12,2167,26004,Onitsha,Bank Transfer,18-25,F,573152,22641,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018838,2023-12-08,12,4,2023,Friday,Huggies Medium 32pk,Baby & Infant,1,3187,3187,Benin City,Cash,26-35,F,537794,84997A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018839,2024-07-29,7,3,2024,Monday,Dangote Noodles 70g,Pasta & Noodles,12,1402,16824,Benin City,Cash,18-25,M,561696,20726,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018840,2023-12-08,12,4,2023,Friday,Eggs Crate 30,Fresh & Perishable,8,1436,11488,Enugu,Bank Transfer,60+,F,537828,21136,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018841,2022-10-13,10,4,2022,Thursday,Pringles Original 150g,Snacks & Confectionery,1,2796,2796,Ibadan,Cash,46-60,M,571082,23089,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018842,2024-04-14,4,2,2024,Sunday,Palm Oil 4L,Condiments & Seasonings,6,3612,21672,Benin City,Cash,26-35,F,550183,22960,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018843,2023-07-26,7,3,2023,Wednesday,Huggies Medium 32pk,Baby & Infant,12,1062,12744,Port Harcourt,Bank Transfer,26-35,F,561366,22771,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018844,2023-09-13,9,3,2023,Wednesday,Chin-Chin 500g,Snacks & Confectionery,6,357,2142,Enugu,Bank Transfer,26-35,M,566495,22994,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018845,2024-11-02,11,4,2024,Saturday,Peak Milk Tin 400g,Beverages,1,722,722,Jos,Bank Transfer,26-35,F,574059,20981,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018846,2023-03-18,3,1,2023,Saturday,Coca-Cola Crate 24,Beverages,12,3187,38244,Kano,Cash,26-35,M,546917,21466,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018847,2022-10-13,10,4,2022,Thursday,NAN Optipro 400g,Baby & Infant,12,1436,17232,Uyo,Cash,36-45,F,571036,21136,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018848,2024-01-06,1,1,2024,Saturday,Garri Yellow 10kg,Grains & Cereals,1,5057,5057,Enugu,Bank Transfer,26-35,F,540278,82483,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018849,2023-02-13,2,1,2023,Monday,Onions 1kg,Fresh & Perishable,5,722,3610,Enugu,Bank Transfer,26-35,F,543803,22521,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018850,2023-10-07,10,4,2023,Saturday,Custard Powder 400g,Canned & Packaged Foods,4,3357,13428,Kaduna,Cash,26-35,M,570008,22188,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018851,2024-11-21,11,4,2024,Thursday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,1768,21216,Benin City,Cash,26-35,F,577741,23084,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018852,2023-11-28,11,4,2023,Tuesday,Fresh Tomatoes 1kg,Fresh & Perishable,12,331,3972,Kano,Cash,26-35,F,579144,23376,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018853,2022-06-08,6,2,2022,Wednesday,Plantain Bunch,Fresh & Perishable,12,1062,12744,Aba,Cash,26-35,F,556054,84978,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018854,2023-03-03,3,1,2023,Friday,Pampers Small 36pk,Baby & Infant,12,2167,26004,Benin City,Cash,36-45,F,545475,22699,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018855,2022-03-16,3,1,2022,Wednesday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,1232,14784,Jos,Cash,18-25,F,546769,22621,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018856,2024-02-07,2,1,2024,Wednesday,Cerelac Wheat 400g,Baby & Infant,2,1402,2804,Jos,Bank Transfer,26-35,F,543306,22382,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018857,2024-10-11,10,4,2024,Friday,Palm Oil 2L,Cooking Oils & Fats,12,2167,26004,Owerri,Cash,26-35,F,570667,22352,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018858,2022-01-11,1,1,2022,Tuesday,Gala Sausage Roll,Snacks & Confectionery,1,3187,3187,Warri,POS,26-35,F,540803,21468,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018859,2023-12-09,12,4,2023,Saturday,Peak Milk Tin 400g,Beverages,12,722,8664,Jos,Bank Transfer,36-45,F,537897,22661,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018860,2024-11-16,11,4,2024,Saturday,Bleach 1L,Household Essentials,1,4207,4207,Uyo,Bank Transfer,26-35,F,576851,22139,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018861,2022-04-18,4,2,2022,Monday,Palm Oil 4L,Condiments & Seasonings,2,1768,3536,Jos,Cash,26-35,F,550500,84970L,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018862,2022-12-16,12,4,2022,Friday,Pringles Original 150g,Snacks & Confectionery,12,1062,12744,Port Harcourt,Bank Transfer,26-35,F,539250,85034C,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018863,2022-08-11,8,3,2022,Thursday,Plantain Bunch,Fresh & Perishable,1,1785,1785,Kano,Cash,26-35,F,562984,20831,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018864,2023-11-25,11,4,2023,Saturday,Plantain Bunch,Fresh & Perishable,3,4921,14763,Onitsha,Bank Transfer,26-35,F,578844,22666,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018865,2022-11-29,11,4,2022,Tuesday,Peak Milk Tin 400g,Beverages,1,3510,3510,Ibadan,POS,18-25,M,579512,22141,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018866,2022-08-26,8,3,2022,Friday,Tomato Paste 400g,Condiments & Seasonings,3,5057,15171,Onitsha,Bank Transfer,18-25,F,564558,15056BL,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018867,2022-10-28,10,4,2022,Friday,Eggs Crate 30,Fresh & Perishable,12,1062,12744,Uyo,Bank Transfer,36-45,F,573155,20979,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018868,2024-05-19,5,2,2024,Sunday,Bleach 1L,Household Essentials,12,1062,12744,Onitsha,Cash,26-35,F,553907,22791,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018869,2023-11-16,11,4,2023,Thursday,Bleach 1L,Household Essentials,9,1062,9558,Owerri,Bank Transfer,26-35,M,576889,20956,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018870,2022-12-07,12,4,2022,Wednesday,Omo Detergent 1kg,Personal Care,12,1657,19884,Port Harcourt,Cash,36-45,M,581139,21109,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018871,2022-01-06,1,1,2022,Thursday,Vegetable Oil 5L,Cooking Oils & Fats,4,3357,13428,Kaduna,Bank Transfer,60+,M,540395,22723,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018872,2024-08-31,8,3,2024,Saturday,Milo 400g,Beverages,1,2796,2796,Ilorin,Cash,46-60,F,564974,23170,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018873,2024-07-18,7,3,2024,Thursday,Vegetable Oil 5L,Cooking Oils & Fats,4,1232,4928,Ilorin,Bank Transfer,18-25,M,560444,22961,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018874,2023-12-06,12,4,2023,Wednesday,Dangote Noodles 70g,Pasta & Noodles,1,2507,2507,Kaduna,Bank Transfer,60+,F,537374,21106,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018875,2024-06-23,6,2,2024,Sunday,Tissue Paper 12 rolls,Household Essentials,9,1232,11088,Port Harcourt,Bank Transfer,46-60,M,557886,72741,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018876,2024-05-03,5,2,2024,Friday,Peak Milk Tin 400g,Beverages,5,2507,12535,Port Harcourt,Bank Transfer,26-35,F,551656,21937,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018877,2022-10-26,10,4,2022,Wednesday,Wheat Flour 5kg,Grains & Cereals,2,1785,3570,Ilorin,Bank Transfer,36-45,F,572921,22866,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018878,2024-08-05,8,3,2024,Monday,Omo Detergent 1kg,Personal Care,2,3187,6374,Kano,Bank Transfer,60+,F,562519,22512,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018879,2024-11-01,11,4,2024,Friday,Huggies Medium 32pk,Baby & Infant,1,3187,3187,Lagos,POS,26-35,M,573808,22749,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018880,2023-10-07,10,4,2023,Saturday,Garri Yellow 10kg,Grains & Cereals,12,697,8364,Benin City,Cash,26-35,F,569999,23375,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018881,2024-07-18,7,3,2024,Thursday,Tissue Paper 12 rolls,Household Essentials,1,13421,13421,Warri,Bank Transfer,18-25,F,560434,48111,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018882,2022-04-21,4,2,2022,Thursday,Bleach 1L,Household Essentials,3,5057,15171,Kaduna,Cash,26-35,F,550826,22427,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018883,2022-06-07,6,2,2022,Tuesday,Maggi Cubes 40pk,Condiments & Seasonings,3,4207,12621,Enugu,POS,60+,M,555852,22138,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018884,2022-10-25,10,4,2022,Tuesday,Milo 400g,Beverages,12,1062,12744,Ilorin,Bank Transfer,26-35,F,572567,21791,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018885,2022-02-22,2,1,2022,Tuesday,Omo Detergent 1kg,Personal Care,4,1657,6628,Owerri,Bank Transfer,36-45,F,544681,85099F,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018886,2024-11-07,11,4,2024,Thursday,Dettol Antiseptic 500ml,Personal Care,1,42500,42500,Abuja,Cash,26-35,M,574745,C2,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018887,2023-05-29,5,2,2023,Monday,Rice 50kg,Grains & Cereals,2,1232,2464,Uyo,POS,46-60,M,554976,23147,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018888,2024-06-30,6,2,2024,Sunday,Golden Penny Spaghetti 500g,Pasta & Noodles,12,1232,14784,Enugu,Cash,26-35,F,558536,23034,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018889,2023-05-03,5,2,2023,Wednesday,Wheat Flour 5kg,Grains & Cereals,1,12707,12707,Warri,Bank Transfer,36-45,F,551546,22605,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018890,2022-12-15,12,4,2022,Thursday,Custard Powder 400g,Canned & Packaged Foods,2,4632,9264,Benin City,Bank Transfer,26-35,F,538917,85064,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018891,2024-05-31,5,2,2024,Friday,Tissue Paper 12 rolls,Household Essentials,1,1768,1768,Ilorin,POS,36-45,M,555115,22417,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018892,2023-05-08,5,2,2023,Monday,Golden Penny Spaghetti 500g,Pasta & Noodles,8,467,3736,Enugu,Cash,26-35,F,552296,21977,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018893,2023-06-10,6,2,2023,Saturday,Peak Milk Tin 400g,Beverages,10,722,7220,Ilorin,POS,36-45,F,556437,22661,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018894,2023-06-26,6,2,2023,Monday,Cerelac Wheat 400g,Baby & Infant,2,6757,13514,Kano,Cash,26-35,F,558085,20749,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018895,2024-10-31,10,4,2024,Thursday,Pampers Small 36pk,Baby & Infant,12,331,3972,Abuja,POS,26-35,F,573464,23380,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018896,2023-11-16,11,4,2023,Thursday,Milo 400g,Beverages,5,552,2760,Aba,Cash,18-25,M,576873,20975,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018897,2022-12-09,12,4,2022,Friday,Palm Oil 4L,Condiments & Seasonings,1,4326,4326,Aba,Bank Transfer,26-35,F,538071,90161D,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018898,2022-02-01,2,1,2022,Tuesday,Coca-Cola Crate 24,Beverages,1,2796,2796,Enugu,Bank Transfer,46-60,F,542906,21935,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018899,2023-12-02,12,4,2023,Saturday,Tissue Paper 12 rolls,Household Essentials,12,2507,30084,Aba,Cash,26-35,F,580360,22086,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018900,2024-10-06,10,4,2024,Sunday,Gala Sausage Roll,Snacks & Confectionery,6,2507,15042,Enugu,Bank Transfer,36-45,F,569728,22457,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018901,2023-10-27,10,4,2023,Friday,Wheat Flour 5kg,Grains & Cereals,4,7012,28048,Enugu,Bank Transfer,60+,M,572933,22692,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018902,2022-08-24,8,3,2022,Wednesday,Beans Brown 5kg,Grains & Cereals,4,1232,4928,Ibadan,Bank Transfer,36-45,F,564346,22646,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018903,2022-10-17,10,4,2022,Monday,Tissue Paper 12 rolls,Household Essentials,12,1768,21216,Warri,Bank Transfer,36-45,F,571497,22386,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018904,2022-03-07,3,1,2022,Monday,Omo Detergent 1kg,Personal Care,12,2091,25092,Owerri,Cash,18-25,M,545713,22356,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018905,2024-04-19,4,2,2024,Friday,Palm Oil 2L,Cooking Oils & Fats,1,3510,3510,Warri,Bank Transfer,26-35,M,550636,22182,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018906,2022-12-01,12,4,2022,Thursday,Plantain Bunch,Fresh & Perishable,1,3527,3527,Jos,Bank Transfer,18-25,F,580115,90198A,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018907,2023-11-30,11,4,2023,Thursday,Rice 50kg,Grains & Cereals,2,3187,6374,Owerri,Cash,26-35,M,579560,71053,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018908,2024-06-17,6,2,2024,Monday,Peak Milk Tin 400g,Beverages,1,1385,1385,Owerri,Cash,46-60,F,557231,84692,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018909,2024-10-27,10,4,2024,Sunday,Coca-Cola Crate 24,Beverages,1,3187,3187,Kaduna,Cash,36-45,F,573075,22978,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018910,2022-02-11,2,1,2022,Friday,Plantain Bunch,Fresh & Perishable,8,1402,11216,Warri,Cash,60+,F,543652,22334,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018911,2024-09-21,9,3,2024,Saturday,Plantain Bunch,Fresh & Perishable,1,3510,3510,Enugu,Bank Transfer,18-25,M,567668,23344,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018912,2024-12-17,12,4,2024,Tuesday,Rice 50kg,Grains & Cereals,1,2133,2133,Uyo,Bank Transfer,36-45,M,539437,22124,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018913,2024-05-19,5,2,2024,Sunday,Palm Oil 2L,Cooking Oils & Fats,6,2167,13002,Owerri,Cash,60+,M,553908,21561,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018914,2024-06-02,6,2,2024,Sunday,Onions 1kg,Fresh & Perishable,1,3510,3510,Warri,Bank Transfer,26-35,M,555397,23201,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018915,2024-07-06,7,3,2024,Saturday,Gino Tomatoes 400g,Canned & Packaged Foods,4,357,1428,Ilorin,Cash,26-35,M,559162,22821,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018916,2024-11-27,11,4,2024,Wednesday,Palm Oil 4L,Condiments & Seasonings,1,722,722,Warri,Bank Transfer,26-35,F,578852,22196,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018917,2023-12-16,12,4,2023,Saturday,Egusi Ground 500g,Condiments & Seasonings,1,2507,2507,Uyo,Bank Transfer,18-25,M,539322,84032B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018918,2024-12-12,12,4,2024,Thursday,Cornedbeef 340g,Canned & Packaged Foods,6,1062,6372,Enugu,Bank Transfer,36-45,M,538370,84946,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018919,2024-10-28,10,4,2024,Monday,Pringles Original 150g,Snacks & Confectionery,12,1521,18252,Uyo,Bank Transfer,46-60,F,573275,22386,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018920,2024-02-21,2,1,2024,Wednesday,Palm Oil 2L,Cooking Oils & Fats,2,10837,21674,Kaduna,Bank Transfer,36-45,F,544568,85066,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018921,2024-08-22,8,3,2024,Thursday,Golden Penny Spaghetti 500g,Pasta & Noodles,4,3527,14108,Onitsha,Bank Transfer,60+,M,563944,23256,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018922,2022-10-04,10,4,2022,Tuesday,Custard Powder 400g,Canned & Packaged Foods,2,7225,14450,Owerri,Bank Transfer,26-35,F,569491,22844,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018923,2023-06-12,6,2,2023,Monday,Pringles Original 150g,Snacks & Confectionery,1,6757,6757,Ilorin,Bank Transfer,26-35,M,556465,48184,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018924,2024-05-23,5,2,2024,Thursday,Gala Sausage Roll,Snacks & Confectionery,1,2796,2796,Ilorin,Cash,60+,F,554310,22331,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018925,2023-08-24,8,3,2023,Thursday,Cornedbeef 340g,Canned & Packaged Foods,3,1385,4155,Abuja,Cash,46-60,F,564221,21422,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018926,2022-01-06,1,1,2022,Thursday,Tissue Paper 12 rolls,Household Essentials,12,612,7344,Port Harcourt,Cash,46-60,F,540357,22962,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018927,2022-09-11,9,3,2022,Sunday,Egusi Ground 500g,Condiments & Seasonings,12,1062,12744,Warri,POS,18-25,F,566281,22297,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018928,2022-06-16,6,2,2022,Thursday,Plantain Bunch,Fresh & Perishable,1,705,705,Ibadan,Bank Transfer,18-25,F,557112,22024,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018929,2022-08-12,8,3,2022,Friday,Dettol Antiseptic 500ml,Personal Care,3,1232,3696,Benin City,Cash,18-25,F,563184,22961,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018930,2022-11-08,11,4,2022,Tuesday,Tissue Paper 12 rolls,Household Essentials,2,3187,6374,Owerri,Cash,36-45,F,575075,22728,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018931,2023-11-16,11,4,2023,Thursday,Milo 400g,Beverages,2,552,1104,Warri,Cash,26-35,F,576857,84673B,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018932,2024-03-15,3,1,2024,Friday,Palm Oil 2L,Cooking Oils & Fats,1,4921,4921,Ibadan,Bank Transfer,26-35,F,546653,21494,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018933,2023-12-08,12,4,2023,Friday,Vegetable Oil 5L,Cooking Oils & Fats,12,357,4284,Abuja,Cash,26-35,M,537868,22531,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018934,2024-06-29,6,2,2024,Saturday,Coca-Cola Crate 24,Beverages,2,3187,6374,Kano,Cash,46-60,F,558459,22508,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018935,2024-03-29,3,1,2024,Friday,NAN Optipro 400g,Baby & Infant,12,722,8664,Onitsha,Cash,46-60,F,548151,22851,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018936,2024-12-06,12,4,2024,Friday,Palm Oil 2L,Cooking Oils & Fats,2,807,1614,Owerri,Cash,26-35,M,537334,21034,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018937,2022-12-01,12,4,2022,Thursday,Egusi Ground 500g,Condiments & Seasonings,1,3187,3187,Ibadan,Bank Transfer,18-25,M,536522,21664,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018938,2022-05-12,5,2,2022,Thursday,Tomato Paste 400g,Condiments & Seasonings,8,1912,15296,Port Harcourt,Bank Transfer,26-35,M,552961,23177,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018939,2022-04-07,4,2,2022,Thursday,Geisha Sardines 125g,Canned & Packaged Foods,4,10837,43348,Abuja,Cash,36-45,F,549235,22423,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018940,2024-10-24,10,4,2024,Thursday,Bleach 1L,Household Essentials,1,1385,1385,Ibadan,Cash,26-35,M,572553,21905,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018941,2024-04-11,4,2,2024,Thursday,Palm Oil 2L,Cooking Oils & Fats,12,722,8664,Kaduna,POS,36-45,F,549577,20982,UCI Online Retail Dataset (Nigerian market adaptation)
TXN0018942,2024-07-01,7,3,2024,Monday,Pampers Small 36pk,Baby & Infant,4,6375,25500,Kano,POS,26-35,M,558684,23118,UCI Online Retail Dataset (Nigerian market adaptation)
